order,respPRA.keys,respPRA.corr,respPRA.rt,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_practice.ran,word,parola,letterColor,corrAns,congruent,participant,session,gender (m/f),rep,practice,date,expName,psychopyVersion,OS,frameRate,respENG.keys,respENG.corr,respENG.rt,loop_Eng.thisRepN,loop_Eng.thisTrialN,loop_Eng.thisN,loop_Eng.thisIndex,loop_Eng.ran,loop_break.thisRepN,loop_break.thisTrialN,loop_break.thisN,loop_break.thisIndex,loop_break.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,respITA.keys,respITA.corr,respITA.rt,loop_Ita.thisRepN,loop_Ita.thisTrialN,loop_Ita.thisN,loop_Ita.thisIndex,loop_Ita.ran
ENG_ENG,left,1,0.4439,1,4,10,0,1,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG_ENG,right,1,0.7946,1,5,11,4,1,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG_ENG,left,1,0.5315,2,0,12,0,1,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG_ENG,down,0,0.5443,2,1,13,4,1,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG_ENG,down,1,0.6802,2,2,14,1,1,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG_ENG,left,1,0.8124,2,3,15,5,1,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG_ENG,right,1,0.9336,2,4,16,3,1,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG_ENG,down,1,0.7989,2,5,17,2,1,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,1.2482,0,0,0,4,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,1,0.9095,0,1,1,2,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,1,0.9773,0,2,2,1,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.5376,0,3,3,0,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,0.9523,0,4,4,3,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.7169,0,5,5,5,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,1,0.5498,1,0,6,2,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,1,1.0781,1,1,7,1,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,0.6947,1,2,8,3,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.5349,1,3,9,0,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.6229,1,4,10,5,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,0,0.878,1,5,11,4,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,1,1.1349,2,0,12,1,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,1,0.5453,2,1,13,2,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,0.8556,2,2,14,3,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,0.6946,2,3,15,4,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.3897,2,4,16,5,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.4871,2,5,17,0,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,0.6596,3,0,18,4,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.5468,3,1,19,5,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.6194,3,2,20,0,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,1,0.4399,3,3,21,2,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,0.6001,3,4,22,3,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,1,1.2015,3,5,23,1,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,0.6451,4,0,24,3,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.274,4,1,25,0,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,0.788,4,2,26,4,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.6829,4,3,27,5,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,1,0.6767,4,4,28,2,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,1,0.9166,4,5,29,1,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,0,0.4642,5,0,30,2,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.4461,5,1,31,5,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,0.5284,5,2,32,4,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,0.8563,5,3,33,3,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,0,0.5941,5,4,34,1,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.6219,5,5,35,0,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,0.6329,6,0,36,3,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.5116,6,1,37,5,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,0.5692,6,2,38,4,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,1,0.3983,6,3,39,1,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.571,6,4,40,0,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,1,0.5662,6,5,41,2,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,0.5857,7,0,42,4,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.3809,7,1,43,0,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,1,0.448,7,2,44,1,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,left,1,0.7645,7,3,45,5,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,right,1,0.6797,7,4,46,3,1,,,,,,,,,,,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,down,1,0.5829,7,5,47,2,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,1,1.2831,0,0,0,3,1
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,down,1,0.3853,0,1,1,1,1
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,0,1.0955,0,2,2,4,1
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,1,0.4419,0,3,3,0,1
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,down,1,0.9673,0,4,4,2,1
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,1,0.5732,0,5,5,5,1
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,down,1,0.7697,1,0,6,1,1
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,1,1.0185,1,1,7,4,1
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,1,1.0767,1,2,8,5,1
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,down,0,0.811,1,3,9,3,1
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,0,0.6512,1,4,10,2,1
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,1,0.5839,1,5,11,0,1
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,down,1,0.4881,2,0,12,2,1
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,down,0,0.742,2,1,13,0,1
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,1,0.7587,2,2,14,3,1
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,1,0.8044,2,3,15,5,1
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,down,1,0.4172,2,4,16,1,1
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,1,0.5506,2,5,17,4,1
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,1,0.6528,3,0,18,0,1
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,1,0.7732,3,1,19,3,1
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,1,0.6508,3,2,20,5,1
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,down,0,0.4285,3,3,21,4,1
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,down,1,1.0568,3,4,22,1,1
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,down,1,0.8433,3,5,23,2,1
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,1,0.6788,4,0,24,4,1
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,down,1,1.0732,4,1,25,2,1
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,1,1.316,4,2,26,3,1
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,1,0.5044,4,3,27,5,1
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,down,1,0.6776,4,4,28,1,1
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,1,1.5785,4,5,29,0,1
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,1,0.6526,5,0,30,3,1
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,1,0.6031,5,1,31,4,1
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,0,0.4442,5,2,32,2,1
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,0,0.584,5,3,33,1,1
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,1,0.6344,5,4,34,0,1
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,1,0.6748,5,5,35,5,1
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,1,0.5042,6,0,36,0,1
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,1,0.9795,6,1,37,3,1
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,1,0.4097,6,2,38,4,1
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,down,1,0.552,6,3,39,2,1
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,1,0.8016,6,4,40,5,1
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,0,0.725,6,5,41,1,1
ENG_ITA,,,,,,,,,red,rosso,green,down,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,0,0.5019,7,0,42,1,1
ENG_ITA,,,,,,,,,red,rosso,red,left,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,left,1,0.6735,7,1,43,0,1
ENG_ITA,,,,,,,,,green,verde,green,down,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,down,1,1.5839,7,2,44,2,1
ENG_ITA,,,,,,,,,blue,blu,red,left,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,0,0.6444,7,3,45,5,1
ENG_ITA,,,,,,,,,green,verde,blue,right,0,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,1,0.7684,7,4,46,3,1
ENG_ITA,,,,,,,,,blue,blu,blue,right,1,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,,,,,,right,1,0.4672,7,5,47,4,1
,,,,,,,,,,,,,,19,001,f,8,3,2021-11-19_09h44.36.286,stroop,2021.2.3,Win32,60.17571308,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,
